"country","year","version","years_since_original","component","revision_cause","revision","cum_revision"
"Germany",2004,2006-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2004,2006-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2004,2007-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2004,2007-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2005,2006-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2005,2006-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2005,2007-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2005,2007-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2005,2008-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2005,2008-10-01,3,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Germany",2006,2006-10-01,0,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Germany",2006,2007-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Germany",2006,2007-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Germany",2006,2008-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Germany",2006,2008-10-01,2,"debt","due to revision of deficit/surplus or debt",0.1,0.2
"Germany",2006,2009-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.2
"Germany",2006,2009-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.2
"Germany",2007,2007-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2007,2008-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2007,2008-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2007,2009-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2007,2009-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2007,2010-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2007,2010-10-01,3,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"Germany",2008,2008-10-01,0,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Germany",2008,2009-04-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.2
"Germany",2008,2009-10-01,1,"debt","due to revision of deficit/surplus or debt",-0.1,0.1
"Germany",2008,2010-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Germany",2008,2010-10-01,2,"debt","due to revision of deficit/surplus or debt",0.2,0.3
"Germany",2008,2011-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.3
"Germany",2008,2011-10-01,3,"debt","due to revision of deficit/surplus or debt",0.1,0.4
"Germany",2009,2009-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Germany",2009,2010-04-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Germany",2009,2010-10-01,1,"debt","due to revision of deficit/surplus or debt",0.3,0.2
"Germany",2009,2011-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.2
"Germany",2009,2011-10-01,2,"debt","due to revision of deficit/surplus or debt",0.1,0.3
"Germany",2009,2012-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.3
"Germany",2009,2012-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.3
"Germany",2010,2010-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.7,-0.7
"Germany",2010,2011-04-01,1,"debt","due to revision of deficit/surplus or debt",-0.2,-0.9
"Germany",2010,2011-10-01,1,"debt","due to revision of deficit/surplus or debt",0.1,-0.8
"Germany",2010,2012-04-01,2,"debt","due to revision of deficit/surplus or debt",-0.1,-0.9
"Germany",2010,2012-10-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.9
"Germany",2010,2013-04-01,3,"debt","due to revision of deficit/surplus or debt",0.1,-0.8
"Germany",2010,2013-10-01,3,"debt","due to revision of deficit/surplus or debt",0.3,-0.5
"Germany",2011,2011-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2011,2012-04-01,1,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Germany",2011,2012-10-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0
"Germany",2011,2013-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2011,2013-10-01,2,"debt","due to revision of deficit/surplus or debt",0.3,0.3
"Germany",2011,2014-04-01,3,"debt","due to revision of deficit/surplus or debt",0.2,0.5
"Germany",2012,2012-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.2,-0.2
"Germany",2012,2013-04-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Germany",2012,2013-10-01,1,"debt","due to revision of deficit/surplus or debt",0.5,0.3
"Germany",2012,2014-04-01,2,"debt","due to revision of deficit/surplus or debt",0.2,0.5
"Germany",2013,2013-10-01,0,"debt","due to revision of deficit/surplus or debt",0.4,0.4
"Germany",2013,2014-04-01,1,"debt","due to revision of deficit/surplus or debt",0.2,0.6
"Germany",2003,2006-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Germany",2003,2006-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Germany",2004,2006-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Germany",2004,2006-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Germany",2004,2007-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Germany",2004,2007-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Germany",2005,2006-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Germany",2005,2006-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Germany",2005,2007-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Germany",2005,2007-10-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,0
"Germany",2005,2008-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Germany",2005,2008-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Germany",2006,2006-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Germany",2006,2007-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Germany",2006,2007-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,0.2
"Germany",2006,2008-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Germany",2006,2008-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,0.1
"Germany",2006,2009-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Germany",2006,2009-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Germany",2007,2007-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Germany",2007,2008-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Germany",2007,2008-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.4,0.2
"Germany",2007,2009-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Germany",2007,2009-10-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,0.3
"Germany",2007,2010-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Germany",2007,2010-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Germany",2008,2008-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Germany",2008,2009-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Germany",2008,2009-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,0.3
"Germany",2008,2010-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Germany",2008,2010-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.2,0.1
"Germany",2008,2011-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Germany",2008,2011-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Germany",2009,2009-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.3,0.3
"Germany",2009,2010-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Germany",2009,2010-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,0.2
"Germany",2009,2011-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Germany",2009,2011-10-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,0.3
"Germany",2009,2012-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Germany",2009,2012-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Germany",2010,2010-10-01,0,"deficit","due to revision of deficit/surplus or debt",-1,-1
"Germany",2010,2011-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-1
"Germany",2010,2011-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,-0.9
"Germany",2010,2012-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Germany",2010,2012-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Germany",2010,2013-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Germany",2010,2013-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Germany",2011,2011-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Germany",2011,2012-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Germany",2011,2012-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,0.1
"Germany",2011,2013-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Germany",2011,2013-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Germany",2011,2014-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Germany",2012,2012-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Germany",2012,2013-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Germany",2012,2013-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Germany",2012,2014-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Germany",2013,2013-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Germany",2013,2014-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Greece",2003,2006-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2003,2006-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2004,2006-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2004,2006-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2004,2007-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2004,2007-10-01,3,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"Greece",2005,2006-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2005,2006-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2005,2007-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2005,2007-10-01,2,"debt","due to revision of deficit/surplus or debt",0.3,0.3
"Greece",2005,2008-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.3
"Greece",2005,2008-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.3
"Greece",2006,2006-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Greece",2006,2007-04-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Greece",2006,2007-10-01,1,"debt","due to revision of deficit/surplus or debt",0.2,0.1
"Greece",2006,2008-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Greece",2006,2008-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Greece",2006,2009-04-01,3,"debt","due to revision of deficit/surplus or debt",0.6,0.7
"Greece",2006,2009-10-01,3,"debt","due to revision of deficit/surplus or debt",8.7,9.4
"Greece",2007,2007-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2007,2008-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2007,2008-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2007,2009-04-01,2,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Greece",2007,2009-10-01,2,"debt","due to revision of deficit/surplus or debt",9.6,9.7
"Greece",2007,2010-04-01,3,"debt","due to revision of deficit/surplus or debt",0.3,10
"Greece",2007,2010-10-01,3,"debt","due to revision of deficit/surplus or debt",0,10
"Greece",2008,2008-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2008,2009-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2008,2009-10-01,1,"debt","due to revision of deficit/surplus or debt",10.2,10.2
"Greece",2008,2010-04-01,2,"debt","due to revision of deficit/surplus or debt",0.4,10.6
"Greece",2008,2010-10-01,2,"debt","due to revision of deficit/surplus or debt",0.3,10.9
"Greece",2008,2011-04-01,3,"debt","due to revision of deficit/surplus or debt",0.1,11
"Greece",2008,2011-10-01,3,"debt","due to revision of deficit/surplus or debt",0,11
"Greece",2009,2009-10-01,0,"debt","due to revision of deficit/surplus or debt",10.5,10.5
"Greece",2009,2010-04-01,1,"debt","due to revision of deficit/surplus or debt",0.3,10.8
"Greece",2009,2010-10-01,1,"debt","due to revision of deficit/surplus or debt",0.4,11.2
"Greece",2009,2011-04-01,2,"debt","due to revision of deficit/surplus or debt",0.1,11.3
"Greece",2009,2011-10-01,2,"debt","due to revision of deficit/surplus or debt",0,11.3
"Greece",2009,2012-04-01,3,"debt","due to revision of deficit/surplus or debt",0,11.3
"Greece",2009,2012-10-01,3,"debt","due to revision of deficit/surplus or debt",0,11.3
"Greece",2010,2010-10-01,0,"debt","due to revision of deficit/surplus or debt",0.3,0.3
"Greece",2010,2011-04-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.4
"Greece",2010,2011-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.4
"Greece",2010,2012-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.4
"Greece",2010,2012-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.4
"Greece",2010,2013-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.4
"Greece",2010,2013-10-01,3,"debt","due to revision of deficit/surplus or debt",0.3,0.7
"Greece",2011,2011-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2011,2012-04-01,1,"debt","due to revision of deficit/surplus or debt",-0.2,-0.2
"Greece",2011,2012-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Greece",2011,2013-04-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Greece",2011,2013-10-01,2,"debt","due to revision of deficit/surplus or debt",0.4,0.2
"Greece",2011,2014-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.2
"Greece",2012,2012-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2012,2013-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Greece",2012,2013-10-01,1,"debt","due to revision of deficit/surplus or debt",0.4,0.4
"Greece",2012,2014-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.4
"Greece",2013,2013-10-01,0,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"Greece",2013,2014-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.2
"Greece",2003,2006-04-01,3,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Greece",2003,2006-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Greece",2004,2006-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Greece",2004,2006-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.3
"Greece",2004,2007-04-01,3,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.4
"Greece",2004,2007-10-01,3,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.5
"Greece",2005,2006-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Greece",2005,2006-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.3
"Greece",2005,2007-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.4
"Greece",2005,2007-10-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,-0.3
"Greece",2005,2008-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Greece",2005,2008-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Greece",2006,2006-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Greece",2006,2007-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.2
"Greece",2006,2007-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.4
"Greece",2006,2008-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.4
"Greece",2006,2008-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.5
"Greece",2006,2009-04-01,3,"deficit","due to revision of deficit/surplus or debt",-0.7,-1.2
"Greece",2006,2009-10-01,3,"deficit","due to revision of deficit/surplus or debt",-2.2,-3.4
